SMILES,QED,LogP,MolWt,HBA,HBD,TPSA,NumRotBonds,IE,Concentration_mM
Cc1ccc(C2=NNC(c3ccc(OCC(=O)O)cc3)C2)cc1,0.890573972,2.89712,310.353,4,2,70.92,5,0.82,0.1
Cc1ccc(-c2nc3ccccc3c(=O)n2C)cc1,0.665275802,2.90892,250.301,3,0,34.89,1,0.8892,0.1
Cc1ccc(C2Nc3ccccc3SC2=O)cc1,0.840443782,3.78052,255.342,3,1,29.1,1,0.89,0.1
Cc1ccc(N2C(=O)C=CC2=O)cc1,0.623426465,1.42442,187.198,2,0,37.38,1,0.922,0.1
Cc1ccc(NC(=O)Cn2c(-c3ccc(Cl)cc3)nc3ccccc32)cc1,0.525476715,5.30382,375.859,3,1,46.92,4,0.87,0.1
Cc1ccc(S(=O)(=O)N/N=C/c2ccc(N(C)C)cc2)cc1,0.680113389,2.37342,317.414,4,1,61.77,5,0.548,0.1
Cc1n[nH]c(=S)n1/N=C/c1cccc(Cl)c1Cl,0.679034271,3.43811,287.175,4,1,45.97,2,0.82,0.1
Cc1ncc[nH]1,0.490446891,0.71812,82.106,1,1,28.68,0,0.156,0.1
CCC[n+]1ccc(C(=O)N/N=C/c2ccc(F)cc2)cc1.[I-],0.299623337,-0.7089,413.234,2,1,45.34,5,0.45,0.1
CCc1ccc(/C=N\NC(N)=S)cc1,0.447507069,1.4161,207.302,2,2,50.41,3,0.864,0.1
CCCC[n+]1ccc(C(=O)N/N=C/c2ccc(F)cc2)cc1,0.49744238,2.6772,300.357,2,1,45.34,6,0.635,0.1
CCCCC[n+]1ccc(C(=O)N/N=C/c2ccc(F)cc2)cc1.[I-],0.213726932,0.0713,441.288,2,1,45.34,7,0.446,0.1
CCCCCCC[n+]1ccccn1.[I-],0.387476388,-0.6565,306.191,1,0,16.77,6,0.854,0.1
CCCCCCCC[N+](C)(C)c1ccc(/C=N\c2cn(C)n(-c3ccccc3)c2=O)cc1.[Br-],0.220932484,2.858,513.524,4,0,39.29,11,0.7492,0.1
CCCCCCCC[N+](C)(C)CCOCCO.[Br-],0.384735163,-0.5638,326.319,2,1,29.46,12,0.843,0.1
CCCCCCCC[n+]1ccccn1.[I-],0.384094449,-0.2664,320.218,1,0,16.77,7,0.872,0.1
CCCCCCCCC[N+](C)(C)c1ccc(/C=N/c2ccc(-c3ccc(/N=C/c4ccc([N+](C)(C)CCCCCCCCC)cc4)c(OC)c3)cc2OC)cc1.[Br-].[Br-],0.039295846,7.515,920.96,4,0,43.18,25,0.9535,0.1
CCCCCCCCC[n+]1ccccn1.[I-],0.375051575,0.1237,334.245,1,0,16.77,8,0.854,0.1
CCCCCCCCCC[N+](C)(C)c1ccc(/C=N/C(=S)/N=C/c2ccc([N+](C)(C)CCCCCCCCCC)cc2)cc1.[Br-].[Br-],0.072108081,4.9327,780.844,1,0,24.72,22,0.7287,0.1
CCCCCCCCCC[N+](C)(C)c1ccc(C=NC(=S)N=Cc2ccc([N+](C)(C)CCCCCCCCCC)cc2)cc1.[Br-].[Br-],0.072108081,4.9327,780.844,1,0,24.72,22,0.7287,0.1
CCCCCCCCCCC[N+](C)(C)c1ccc(/C=N/c2ccc(-c3ccc(/N=C/c4ccc([N+](C)(C)CCCCCCCCCCC)cc4)c(OC)c3)cc2OC)cc1.[Br-].[Br-],0.031007293,9.0754,977.068,4,0,43.18,29,0.9608,0.1
CCCCCCCCCCC1=Nn2cnnc2N(CCCCCCCCCC)C(=O)C1,0.237675584,6.8904,431.669,5,0,63.38,18,0.962,0.1
CCCCCCCCCCC1=Nn2cnnc2N(CCCCCCCCCC)C(=O)C1,0.237675584,6.8904,431.669,5,0,63.38,18,0.962,0.1
CCCCCCCCCCCC[N+](C)(C)c1ccc(/C=N/C(=S)/N=C/c2ccc([N+](C)(C)CCCCCCCCCCCC)cc2)cc1.[Br-].[Br-],0.046089926,6.4931,836.952,1,0,24.72,26,0.7852,0.1
CCCCCCCCCCCC[N+](C)(C)c1ccc(/C=N/c2cn(C)n(-c3ccccc3)c2=O)cc1.[Br-],0.151853163,4.4184,569.632,4,0,39.29,15,0.8648,0.1
CCCCCCCCCCCC[N+](C)(C)c1ccc(C=NC(=S)N=Cc2ccc([N+](C)(C)CCCCCCCCCCCC)cc2)cc1.[Br-].[Br-],0.046089926,6.4931,836.952,1,0,24.72,26,0.7852,0.1
CCCCCCCCCCCC[N+](C)(C)CCOCCO.[Br-],0.318840569,0.9966,382.427,2,1,29.46,16,0.851,0.1
CCCCCCCCCCCCC[N+](C)(C)c1ccc(/C=N/c2ccc(-c3ccc(/N=C/c4ccc([N+](C)(C)CCCCCCCCCCCCC)cc4)c(OC)c3)cc2OC)cc1.[Br-].[Br-],0.027115054,10.6358,1033.176,4,0,43.18,33,0.9691,0.1
CCCCCCCCCCCCCCC1C=Nn2cnnc2N(CCCCCCCCCCCCCC)C1=O,0.109198832,9.8671,543.885,5,0,63.38,26,0.957,0.1
CCCCCCCCCCCCCCCC[N+](C)(C)c1ccc(/C=N/C(=S)/N=C/c2ccc([N+](C)(C)CCCCCCCCCCCCCCCC)cc2)cc1.[Br-].[Br-],0.029729785,9.6139,949.168,1,0,24.72,34,0.8539,0.1
CCCCCCCCCCCCCCCC[N+](C)(C)c1ccc(/C=N/c2cn(C)n(-c3ccccc3)c2=O)cc1.[Br-],0.091865486,5.9788,625.74,4,0,39.29,19,0.8835,0.1
CCCCCCCCCCCCCCCC[N+](C)(C)c1ccc(C=NC(=S)N=Cc2ccc([N+](C)(C)CCCCCCCCCCCCCCCC)cc2)cc1.[Br-].[Br-],0.029729785,9.6139,949.168,1,0,24.72,34,0.8539,0.1
CCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCCCC.[Br-],0.056274874,8.5357,645.94,1,1,29.1,33,0.946,0.1
CCCCCCCCCCCCCCCCCN1C(=O)CSc2ccccc21,0.260555783,7.9967,403.676,2,0,20.31,16,0.883,0.1
CCCCCCCCCCCCOC1C(C2CO2)OC2OC(C)(C)OC21,0.351079522,4.5677,370.53,5,0,49.45,13,0.922,0.1
CCCCCCCCCCCCCSc1nc2ccccc2[nH]1,0.316869264,6.966,332.557,2,1,28.68,13,0.91,0.1
CCCCCCCCNc1nc(NCCCN(C)C)nc(NCCCN(C)C)n1,0.319052089,3.3712,408.639,8,3,81.24,18,0.9491,0.1
CCCCCCCCNc1nc(NCCCN(C)C)nc(Sc2nnc(C)s2)n1,0.394353088,4.31872,438.671,10,2,91.75,15,0.9541,0.1
CCCCCCn1cc[n+](C)c1.[I-],0.370191345,-1.1031,294.18,1,0,8.81,5,0.747,0.1
CCCCCCNc1nc(NCCCN(C)C)nc(Nc2nc3ccccc3[nH]2)n1,0.3143137,3.8473,411.558,8,4,106.68,13,0.9501,0.1
CCCCCCOC1C(C2CO2)OC2OC(C)(C)OC21,0.530393373,2.2271,286.368,5,0,49.45,7,0.904,0.1
[Br-].c1ccc(CCn2cc[n+](CCc3ccccc3)c2)cc1,0.560220765,0.265,357.295,1,0,8.81,6,0.874,0.1
CCCCCCSc1nc2ccccc2[nH]1,0.598094347,4.2353,234.368,2,1,28.68,6,0.83,0.1
CCCCCCSc1ncnn1N,0.43089848,1.6643,200.311,5,1,56.73,6,0.9,0.1
CCCCn1cc[n+](C)c1.[I-],0.447019227,-1.8833,266.126,1,0,8.81,3,0.592,0.1
CCCN(CCC)Cc1ccc2cccnc2c1O,0.860282465,3.5624,258.365,3,1,36.36,6,0.903,0.1
CCCn1cc[n+](C)c1.[I-],0.414324009,-2.2734,252.099,1,0,8.81,2,0.589,0.1
CCN(CC)CCN1C(=O)C(=O)c2cc(Br)ccc21,0.780336143,2.3202,325.206,3,0,40.62,5,0.903,0.1
CCN(CC)CCN1C(=O)C(=O)c2cc(F)ccc21,0.75995588,1.6968,264.3,3,0,40.62,5,0.86,0.1
CCN(CC)CCN1C(=O)C(=O)c2ccccc21,0.740220911,1.5577,246.31,3,0,40.62,5,0.843,0.1
CCN(CC)CCOCc1ccc(O)c2ncccc12,0.788610417,2.7988,274.364,4,1,45.59,7,0.878,0.1
CCN1C(=O)CC(C)=Nn2cnnc21,0.642205578,0.2587,193.21,5,0,63.38,1,0.956,0.1
CCOC(=O)C1N=NN(CC2(CC)COC(c3ccccc3)=N2)C1C(=O)OCC,0.617634474,2.1584,402.451,9,0,102.15,8,0.826,0.1
CCOC(=O)CC(=O)NCc1ccc(O)c2ncccc12,0.64283812,1.5098,288.303,5,2,88.52,5,0.773,0.1
CCOP(=O)(O)C(NC)c1cccc(OC)c1,0.765927801,2.1351,259.242,4,2,67.79,6,0.7176,0.1
CCOP(=O)(O)C(NC)c1ccccc1OC,0.765927801,2.1351,259.242,4,2,67.79,6,0.7687,0.1
CCOP(=O)(OCC)C(O)c1ccccc1,0.781471409,2.9436,244.227,4,1,55.76,6,0.71,0.1
Clc1ccc(/C=N/c2ccc(-c3ccc(/N=C/c4ccc(Cl)cc4)cc3)cc2)cc1,0.28602442,8.1616,429.35,2,0,24.72,5,0.9072,0.1
Clc1ccc(-c2nc3ccccc3n2CCCCn2c(-c3ccc(Cl)cc3)nc3ccccc32)cc1,0.201523642,8.5072,511.456,4,0,35.64,7,0.79,0.1
Clc1ccc(-n2ccnc2)cc1,0.656380298,2.5257,178.622,2,0,17.82,1,0.246,0.1
Clc1cccc(-n2ccnc2)c1,0.656380298,2.5257,178.622,2,0,17.82,1,0.518,0.1
Clc1ccccc1-n1ccnc1,0.656380298,2.5257,178.622,2,0,17.82,1,0.441,0.1
Clc1ncc[nH]1,0.521511091,1.0631,102.524,1,1,28.68,0,0.394,0.1
ClCc1nc2ccccc2[nH]1,0.647495777,2.3017,166.611,1,1,28.68,1,0.789,0.1
CN(C)c1ccc(/C=C/c2nc3ccccc3[nH]c2=O)cc1,0.806113567,3.1595,291.354,3,1,48.99,3,0.942,0.1
CN(C)c1ccc(/C=N/c2ccc(-c3ccc(/N=C/c4ccc(N(C)C)cc4)cc3)cc2)cc1,0.286601402,6.9868,446.598,4,0,31.2,7,0.9278,0.1
CN(C)c1ccc(/C=N/c2ccccc2S)cc1,0.652198006,3.7919,256.374,3,1,15.6,3,0.557,0.1
CN(C)c1ccc(/C=N/Cc2ccc(O)c3ncccc23)cc1,0.748879178,3.6255,305.381,4,1,48.72,4,0.911,0.1
CN(C)c1ccc(/C=N/NS(=O)(=O)c2ccccc2)cc1,0.679191675,2.065,303.387,4,1,61.77,5,0.423,0.1
CN(C)c1ccc(-c2nnc(-c3ccc(N(C)C)cc3)o2)cc1,0.737498617,3.5356,308.385,5,0,45.4,4,0.898,0.1
CN(C)Cc1ccc2cccnc2c1O,0.808795169,2.002,202.257,3,1,36.36,2,0.866,0.1
CN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,0.846319882,2.1118,266.3,2,1,49.41,2,0.807,0.1
Cn1c(-c2ccc([N+](=O)[O-])cc2)nc2ccccc2c1=O,0.533791648,2.5087,281.271,5,0,78.03,2,0.8733,0.1
Cn1c(-c2ccc(O)cc2)nc2ccccc2c1=O,0.722669886,2.3061,252.273,4,1,55.12,1,0.8826,0.1
Cn1c(-c2ccccc2)nc2ccccc2c1=O,0.650602752,2.6005,236.274,3,0,34.89,1,0.868,0.1
CN1CCN(C(=S)NCc2ccc(O)c3ncccc23)CC1,0.82033759,1.5623,316.43,4,2,51.63,2,0.92,0.1
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,0.800122242,3.7227,326.831,4,1,30.87,0,0.916,0.1
CN1CCN(Cc2ccc3cccnc3c2O)CC1,0.888421427,1.6878,257.337,4,1,39.6,2,0.899,0.1
CNc1ccc(OC)cc1,0.669935642,1.7369,137.182,2,1,21.26,2,0.789,0.1
COc1cc(O)ccc1-c1nc(-c2ccccc2)c(-c2ccccc2)n1-c1ccccc1,0.35029642,6.5875,418.496,4,1,47.28,5,0.943,0.1
COc1ccc(/C=C/C(=O)c2ccc(OCC(=O)O)cc2)cc1,0.628144734,3.0547,312.321,4,1,72.83,7,0.8779,0.1
COc1ccc(/C=C/C=N/c2c(C)n(C)n(-c3ccccc3)c2=O)cc1,0.65715307,3.90872,347.418,5,0,48.52,5,0.9385,0.1
COc1ccc(/C=C/c2nc3ccc(C)cc3[nH]c2=O)cc1,0.8045268,3.41052,292.338,3,1,54.98,3,0.92,0.1
COc1ccc(/C=C/c2nc3ccccc3[nH]c2=O)cc1,0.800581628,3.1021,278.311,3,1,54.98,3,0.94,0.1
COc1ccc(/C=N/c2ccc(-c3ccc(/N=C/c4ccc(OC)cc4)cc3)cc2)cc1,0.306154442,6.872,420.512,4,0,43.18,7,0.9218,0.1
COc1ccc(/C=N/c2cccc(C(=O)O)c2)cc1O,0.837907871,2.8496,271.272,4,2,79.12,4,0.7797,0.1
COc1ccc(/C=N\\N2C(=S)NNC2C)cc1,0.620574287,1.0698,250.327,4,2,48.89,3,0.81,0.1
COc1ccc(/C=N\NC(N)=S)cc1,0.440225766,0.8623,209.274,3,2,59.64,3,0.734,0.1
COc1ccc(C=O)cc1Br,0.706989908,2.2702,215.046,2,0,26.3,2,0.793,0.1
COc1ccc(C2=NNC(c3ccc(OCC(=O)O)cc3)C2)cc1,0.852738092,2.5973,326.352,5,2,80.15,6,0.86,0.1
COc1ccc(-c2nnc(-c3ccc(OC)cc3)n2N)cc1,0.747904394,2.3431,296.33,6,1,75.19,4,0.948,0.1
COc1ccc(N)c([N+](=O)[O-])c1,0.408306999,1.1856,168.152,4,1,78.39,2,0.813,0.1
COc1ccc(O)c(/C=N/N2C(=O)c3ccccc3NC2c2cc(OC)ccc2O)c1,0.544882981,3.7156,419.437,7,3,103.62,5,0.653,0.1
COc1ccc(OC)c(/C=C/C(=O)c2ccc(OCC(=O)O)cc2)c1,0.586382784,3.0633,342.347,5,1,82.06,8,0.9218,0.1
COc1ccc2cc(C(C)C(=O)N/N=C(\C)c3ccc(Br)cc3)ccc2c1,0.448260676,5.2548,425.326,3,1,50.69,5,0.84,0.1
COc1ccc2cc(C(C)C(=O)N/N=C(\C)c3ccccc3)ccc2c1,0.546421752,4.4923,346.43,3,1,50.69,5,0.79,0.1
COc1cccc(-c2cnc3cc([N+](=O)[O-])ccc3n2)c1OC,0.542794258,3.2222,311.297,6,0,87.38,4,0.91,0.1
COc1cccc(-c2cnc3ccccc3n2)c1OC,0.729162508,3.314,266.3,4,0,44.24,3,0.91,0.1
N#CC1=C(N)N(C2[C@H](O)O[C@@H](CO)[C@H](O)[C@H]2O)c2[nH]c(=O)[nH]c(=O)c2C1c1ccc([N+](=O)[O-])cc1,0.172953213,-2.58292,488.413,12,7,252.06,4,0.9065,0.1
N#CCc1cc(CN2CCOCC2)c(O)c2ncccc12,0.930455472,1.83868,283.331,5,1,69.38,3,0.86,0.1
N[C@@H](CS)C(=O)O,0.424381502,-0.6719,121.161,3,3,63.32,2,0.14,0.1
NC(=S)N/N=C(\\c1ccco1)C(O)c1ccco1,0.435602071,1.1435,265.294,5,3,96.92,4,0.557,0.1
NC(=S)N/N=C\c1ccc(C(=O)O)cc1,0.395512834,0.5519,223.257,3,3,87.71,3,0.882,0.1
NC1=Nc2cccc3cccc(c23)N1,0.65748099,2.2115,183.214,3,2,50.41,0,0.8741,0.1
Nc1ccc(-c2nc3ccccc3[nH]2)cc1,0.605331363,2.8121,209.252,2,2,54.7,1,0.861,0.1
Nc1ccc(-n2ccnc2)cc1,0.639898884,1.4545,159.192,3,1,43.84,1,0.423,0.1
Nc1ccc2nc[nH]c2c1,0.529376991,1.1451,133.154,2,2,54.7,0,0.34,0.1
Nc1ccc2sc3ccc(N)cc3c2c1,0.564415058,3.2189,214.293,3,2,52.04,0,0.8621,0.1
Nc1ccccc1-c1nc2ccccc2[nH]1,0.605331363,2.8121,209.252,2,2,54.7,1,0.791,0.1
Nc1nc(-c2ccc(O)cc2)c(Sc2sc(N)nc2-c2ccc(O)cc2)s1,0.383365286,4.6604,414.537,9,4,118.28,4,0.848,0.1
Nc1nc(-c2ccc(O)cc2)cs1,0.726982773,2.0979,192.243,4,2,59.14,1,0.797,0.1
Nc1nc(-c2ccccc2)cs1,0.7241864,2.3923,176.244,3,1,38.91,1,0.905,0.1
Nc1nc2ccccc2[nH]1,0.565899971,1.1451,133.154,2,2,54.7,0,0.111,0.1
NCc1nc2ccccc2[nH]1,0.632365415,1.0216,147.181,2,2,54.7,1,0.218,0.1
NCCNCc1ccc(O)c2ncccc12,0.667781837,0.9887,217.272,4,3,71.17,4,0.982,0.1
NCCOCc1ccc(O)c2ncccc12,0.761334114,1.4157,218.256,4,2,68.37,4,0.989,0.1
Nn1c(Cc2cccs2)nnc1Cc1cccs1,0.743871228,2.2965,276.39,6,1,56.73,4,0.919,0.1
O=[N+]([O-])c1ccc(-c2nc3ccccc3[nH]2)cc1,0.551178531,3.1381,239.234,3,1,71.82,2,0.903,0.1
O=[N+]([O-])c1ccccc1-c1nc2ccccc2[nH]1,0.551178531,3.1381,239.234,3,1,71.82,2,0.828,0.1
O=C(C/N=C\\C=C\\c1ccccc1)O[K],0.575799902,1.3973,227.304,3,0,38.66,4,0.881,0.1
O(C)C1C=CC(=CC=1)C1=C(C(N)OC2C1=CC=C1C=CC=NC=21)C#N,0.780328242,3.24608,329.359,5,1,81.16,2,0.646,0.1
O=C(C[n+]1ccccn1)c1ccc(Cl)cc1.[Br-],0.532972111,-1.0906,313.582,2,0,33.84,3,0.7465,0.1
O=C(Cn1c(-c2ccc(Cl)cc2)nc2ccccc21)Nc1ccccc1,0.555933285,4.9954,361.832,3,1,46.92,4,0.862,0.1
O=C(CS)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)CS,0.048569225,0.1482,782.965,19,2,172.59,44,0.4089,0.1
O=C(NCc1ccccc1)NCc1ccccc1,0.847236209,2.686,240.306,1,2,41.13,4,0.45,0.1
O=C(O)c1cccc(/N=C/c2c(O)ccc3ccccc23)c1,0.716617402,3.9942,291.306,3,2,69.89,3,0.782,0.1
O=C(O[K])C(Cc1c[nH]c2ccccc12)/N=C\\C=C\\c1ccccc1,0.542892761,3.4899,356.466,3,1,54.45,6,0.927,0.1
CCCCCCNc1nc(NCCCN(C)C)nc(NCCCN(C)C)n1,0.377652927,2.591,380.585,8,3,81.24,16,0.8715,0.1
[Br-].c1ccc(CCC[n+]2ccn(CCc3ccccc3)c2)cc1,0.539835439,0.6551,371.322,1,0,8.81,7,0.942,0.1
[Br-].c1ccc(CCn2cc[n+](Cc3ccccc3)c2)cc1,0.580158262,0.0706,343.268,1,0,8.81,5,0.871,0.1
O=c1[nH]c2ccccc2nc1/C=C/c1ccc(Cl)cc1,0.777972763,3.7469,282.73,2,1,45.75,2,0.893,0.1
O=c1[nH]c2ccccc2nc1/C=C/c1ccccc1,0.7570681,3.0935,248.285,2,1,45.75,2,0.92,0.1
O=C1C=CC(=O)N1c1ccccc1,0.596503289,1.116,173.171,2,0,37.38,1,0.914,0.1
O=c1c2ccccc2[nH]c2ccc([N+](=O)[O-])cc12,0.403203132,2.5895,240.218,3,1,76,1,0.721,0.1
O=C1c2ccccc2NC(c2cc([N+](=O)[O-])ccc2O)N1/N=C/c1cc([N+](=O)[O-])ccc1O,0.301481298,3.5148,449.379,9,3,171.44,5,0.576,0.1
O=c1n(Cc2ccc(O)c3ncccc23)c2ccccc2n1Cc1ccc(O)c2ncccc12,0.416817601,4.4072,448.482,7,2,93.17,4,0.922,0.1
O=C1Nc2ccccc2SC1c1ccc(Cl)cc1,0.847941652,4.1255,275.76,2,1,29.1,1,0.9,0.1
O=Cc1c(-c2ccccc2)nc2ncccn12,0.625606628,2.2088,223.235,4,0,47.26,2,0.866,0.1
O=Cc1cc2cc([N+](=O)[O-])ccc2nc1Cl,0.347682744,2.6089,236.614,4,0,73.1,2,0.71,0.1
O=Cc1cc2cc(Cl)cc([N+](=O)[O-])c2nc1Cl,0.363401348,3.2623,271.059,4,0,73.1,2,0.7,0.1
O=Cc1cc2cc(Cl)ccc2nc1Cl,0.550780817,3.3541,226.062,2,0,29.96,1,0.87,0.1
O=Cc1ccc(-n2ccnc2)cc1,0.645836573,1.6848,172.187,3,0,34.89,2,0.236,0.1
O=P(O)(O)C(O)c1ccccc1,0.601111719,0.8552,188.119,2,3,77.76,2,0.71,0.1
O=P(O)(O)CN(CCN(CP(=O)(O)O)CP(=O)(O)O)CCN(CP(=O)(O)O)CP(=O)(O)O,0.085826193,-2.4316,573.199,8,10,297.37,16,0.775,0.1
O=S(=O)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,0.669269887,2.0746,362.403,6,0,77.66,8,0.96,0.1
O=S(=O)(O)c1c(Cc2ccc3ncccc3c2)c(S(=O)(=O)O)c(S(=O)(=O)O)c(S(=O)(=O)O)c1S(=O)(=O)O,0.218398214,0.0591,619.607,11,5,284.74,7,0.8426,0.1
Oc1c(CN2CCN(c3ccc(Cl)cc3)CC2)ccc2cccnc12,0.7744217,3.916,353.853,4,1,39.6,3,0.925,0.1
Oc1ccc(CC2=NCCN2)c2cccnc12,0.816738641,1.4846,227.267,4,2,57.51,2,0.9237,0.1
Oc1ccc(CC2=NCCO2)c2cccnc12,0.853802392,1.9116,228.251,4,1,54.71,2,0.8183,0.1
Oc1ccc(CCl)c2ccc[nH+]c12.[Cl-],0.632994974,-0.8977,230.094,1,1,34.37,1,0.84,0.1
Oc1ccc(Cn2c(-c3ccc(Br)cc3)nc3ccccc32)c2cccnc12,0.395608245,5.7679,430.305,4,1,50.94,3,0.897,0.1
Oc1ccc(CNC(=S)N2CCN(c3ccccc3)CC2)c2cccnc12,0.683197649,3.1371,378.501,4,2,51.63,3,0.835,0.1
Oc1ccc(COCc2ccccc2)c2cccnc12,0.782469977,3.6572,265.312,3,1,42.35,4,0.882,0.1
Oc1ccc(-n2ccnc2)cc1,0.687292653,1.5779,160.176,3,1,38.05,1,0.37,0.1
Oc1ccccc1-c1nc(-c2ccccc2)c(-c2ccccc2)n1-c1ccccc1,0.377585537,6.5789,388.47,3,1,38.05,4,0.928,0.1
OCc1ccc2[nH]cnc2c1,0.634750821,1.0552,148.165,2,2,48.91,1,0.264,0.1
S=C(NCc1ccccc1)NCc1ccccc1,0.822605195,2.8509,256.374,1,2,24.06,4,0.96,0.1
Sc1nc(/N=C/c2ccco2)n[nH]1,0.56111443,1.437,194.219,5,2,67.07,2,0.63,0.1
Sc1nc(/N=C/c2cccs2)n[nH]1,0.587323849,1.9055,210.287,5,2,53.93,2,0.75,0.1
[N-]=[N+]=NCC(CCl)OCc1ccc(O)c2ncccc12,0.38276546,3.3747,292.726,4,1,91.11,6,0.901,0.1
[N-]=[N+]=NCC(CN=[N+]=[N-])OCc1ccc(O)c2ncccc12,0.475094253,3.4462,299.294,5,1,139.87,7,0.944,0.1
C/C(=N\c1cccc(O)c1)c1ccc(O)cc1O,0.709836492,2.9441,243.262,4,3,73.05,2,0.836,0.1
C/C(=N\c1ccccn1)c1ccc(O)cc1O,0.776347529,2.6335,228.251,4,2,65.71,2,0.808,0.1
C1OC1CSc1nc(N(CC2CO2)CC2CO2)nn1CC1CO1,0.426639437,-0.2282,340.405,9,0,84.07,10,0.845,0.1
Cc1ccc(/C=C/C=O)cc1,0.461495328,2.20712,146.189,1,0,17.07,2,0.57,0.1
CCCCCCCCNc1nc(NCCCN(C)C)nc(NCCCN(C)C)n1,0.319052089,3.3712,408.639,8,3,81.24,18,0.896,0.1
O=C(O[K])C(Cc1c[nH]cn1)/N=C\\C=C\\c1ccccc1,0.652647325,1.7317,307.394,4,1,67.34,6,0.9,0.1
ClC1C=CC(/C=N/CC2=CC=C(C3C2=CC=CN=3)O)=CC=1,0.735795169,4.2129,296.757,3,1,45.48,3,0.864,0.1
COc1ccc(/C=C/C=O)cc1,0.500938839,1.9073,162.188,2,0,26.3,3,0.84,0.1
N(C(=S)NCCNCCNCCNCCN)C(C)=O,0.188255269,-2.2755,290.437,6,6,103.24,11,0.7622,0.1
N(C(=S)NCCO)C(C)=O,0.455246988,-1.0107,162.214,3,3,61.36,2,0.7179,0.1
N1=CC=CC2=CC=C3C(=C12)OC(C(=C3C1=CC=CC=C1)C#N)N,0.74844373,3.23748,299.333,4,1,71.93,1,0.737,0.1
N1C(C/C(=N\C2=CC=CC=C12)/C)=O,0.642679891,2.1212,174.203,2,1,41.46,0,0.7223,0.1
N1C2C=CC=CC=2N(CC2C=CC(=CC=2)OC)C=1C1=CC=C(C=C1)OC,0.523178944,4.7688,344.414,4,0,36.28,5,0.92,0.1
NC1=CC=CC=C1C1=NC2=CC=CC=C2N1,0.605331363,2.8121,209.252,2,2,54.7,1,0.7,0.1
O(CC1CO1)C[C@@H]1[C@@H](OCC2CO2)[C@H](OCC2CO2)[C@@H](OCC2CO2)[C@H](OC)O1,0.330442888,-0.8749,418.439,10,0,105.5,14,0.9298,0.1
O(CC1CO1)C[C@@H]1[C@H](OCC2CO2)[C@H](OCC2CO2)[C@@H](OCC2CO2)[C@H](OC)O1,0.330442888,-0.8749,418.439,10,0,105.5,14,0.9287,0.1
O=C1C2C(=CC=CC=2)S(=O)(=O)N1CC#C,0.647425695,0.4643,221.237,3,0,54.45,1,0.838,0.1
OC1C=CC=CC=1/C=N/CC1C2=CC=CN=C2C(=CC=1)O,0.72257544,3.2651,278.311,4,2,65.71,3,0.785,0.1
OCCN(CCO)C(=S)NC(C)=O,0.498325674,-1.306,206.267,4,3,72.8,4,0.6573,0.1
OC[C@H]1OC2OC3[C@@H](CO)OC(OC4[C@@H](CO)OC(OC5[C@@H](CO)O[C@H](OC6[C@@H](CO)OC(O[C@@H]7[C@@H](CO)OC(OC8[C@@H](CO)O[C@H](OC1[C@H](O)C2O)[C@H](O)[C@H]8O)C(O)[C@H]7O)C(O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O,0.112539311,-15.2306,1134.987,35,21,554.05,7,0.505,0.1
CCCCCCCCCCCCCCCCC1=NCCN1CCNCCNCC[N+](CCC(=O)c1ccccc1)(CCC(=O)c1ccccc1)C(Cl)c1ccccc1,0.020655321,11.0515,813.636,6,2,73.8,34,0.992,0.09
Clc1ccc(/C=N/c2ccc(-c3ccc(/N=C/c4ccc(Cl)cc4)cc3)cc2)cc1,0.28602442,8.1616,429.35,2,0,24.72,5,0.8337,0.075
CN(C)c1ccc(/C=N/c2ccc(-c3ccc(/N=C/c4ccc(N(C)C)cc4)cc3)cc2)cc1,0.286601402,6.9868,446.598,4,0,31.2,7,0.9087,0.075
COc1ccc(/C=N/c2ccc(-c3ccc(/N=C/c4ccc(OC)cc4)cc3)cc2)cc1,0.306154442,6.872,420.512,4,0,43.18,7,0.8999,0.075
C(=N/c1ccc2sc3ccc(/N=C/c4cccs4)cc3c2c1)\c1cccs1,0.275418237,7.6787,402.569,5,0,24.72,4,0.697,0.05
C[N+](C)(CCCCCCCCBr)c1ccc(/C=N/c2ccc(/N=C/c3ccc([N+](C)(C)CCCCCCCCBr)cc3)cc2)cc1.[Br-].[Br-],0.052807208,5.8006,914.548,2,0,24.72,22,0.7889,0.05
C[N+](C)(CCCCCCCCCCBr)c1ccc(/C=N/c2ccc(/N=C/c3ccc([N+](C)(C)CCCCCCCCCCBr)cc3)cc2)cc1.[Br-].[Br-],0.034835049,7.361,970.656,2,0,24.72,26,0.8227,0.05
C[N+](C)(CCCCCCCCCCCCBr)c1ccc(/C=N/c2ccc(/N=C/c3ccc([N+](C)(C)CCCCCCCCCCCCBr)cc3)cc2)cc1.[Br-].[Br-],0.027626814,8.9214,1026.764,2,0,24.72,30,0.8691,0.05
