SMILES,IE,Concentration_mM
Oc1ccc(CCl)c2ccc[nH+]c12.[Cl-],0.82,0.001
Oc1ccc(CCl)c2ccc[nH+]c12.[Cl-],0.9,5
Oc1ccc(Cn2c(-c3ccc(Br)cc3)nc3ccccc32)c2cccnc12,0.921,1
Oc1ccc(Cn2c(-c3ccc(Br)cc3)nc3ccccc32)c2cccnc12,0.79,0.01
Oc1ccc(Cn2c(-c3ccc(Br)cc3)nc3ccccc32)c2cccnc12,0.897,0.1
Oc1ccc(Cn2c(-c3ccc(Br)cc3)nc3ccccc32)c2cccnc12,0.679,0.001
Oc1ccc(CNC(=S)N2CCN(c3ccccc3)CC2)c2cccnc12,0.935,1
Oc1ccc(CNC(=S)N2CCN(c3ccccc3)CC2)c2cccnc12,0.742,0.01
Oc1ccc(CNC(=S)N2CCN(c3ccccc3)CC2)c2cccnc12,0.835,0.1
Oc1ccc(CNC(=S)N2CCN(c3ccccc3)CC2)c2cccnc12,0.491,0.001
Oc1ccc(COCc2ccccc2)c2cccnc12,0.942,1
Oc1ccc(COCc2ccccc2)c2cccnc12,0.873,0.01
Oc1ccc(COCc2ccccc2)c2cccnc12,0.882,0.1
Oc1ccc(COCc2ccccc2)c2cccnc12,0.537,0.001
Oc1ccc(-n2ccnc2)cc1,0.784,1
Oc1ccc(-n2ccnc2)cc1,0.37,0.1
Oc1ccc(-n2ccnc2)cc1,0.692,0.5
Oc1ccc(-n2ccnc2)cc1,0.887,5
Oc1ccccc1/C=N/c1ccccc1O,0.8,1
Oc1ccccc1/C=N/c1ccccc1O,0.61,0.5
Oc1ccccc1/C=N/c1ccccc1O,0.93,5
Oc1ccccc1/C=N/c1ccccc1O,0.89,2.5
Oc1ccccc1C=Nc1ccccc1O,0.88,1
Oc1ccccc1C=Nc1ccccc1O,0.86,0.5
Oc1ccccc1-c1nc(-c2ccccc2)c(-c2ccccc2)n1-c1ccccc1,0.94,1
Oc1ccccc1-c1nc(-c2ccccc2)c(-c2ccccc2)n1-c1ccccc1,0.927,0.01
Oc1ccccc1-c1nc(-c2ccccc2)c(-c2ccccc2)n1-c1ccccc1,0.928,0.1
Oc1ccccc1-c1nc(-c2ccccc2)c(-c2ccccc2)n1-c1ccccc1,0.902,0.001
Oc1ccccc1CNCCNCc1ccccc1O,0.94,5
Oc1ccccc1CNCCNCc1ccccc1O,0.87,2.5
Oc1ccccc1CNCCNCc1ccccc1O,0.69,1
Oc1ccccc1CNCCNCc1ccccc1O,0.56,0.5
Oc1ccccc1CNCCNCc1ccccc1O,0.15,0.05
Oc1ncccn1,0.546,1
OCc1ccc2[nH]cnc2c1,0.527,1
OCc1ccc2[nH]cnc2c1,0.264,0.1
OCc1ccc2[nH]cnc2c1,0.392,0.5
OCc1ccc2[nH]cnc2c1,0.734,5
OCc1cn(Cc2ccccc2)nn1,0.893,1
OCc1cn(Cc2ccccc2)nn1,0.52,0.2
OCc1cn(Cc2ccccc2)nn1,0.73,0.4
OCc1cn(Cc2ccccc2)nn1,0.764,0.6
OCc1cn(Cc2ccccc2)nn1,0.863,0.8
OCc1cn(Cc2ccncc2)nn1,0.902,1
OCc1cn(Cc2ccncc2)nn1,0.842,0.2
OCc1cn(Cc2ccncc2)nn1,0.879,0.4
OCc1cn(Cc2ccncc2)nn1,0.892,0.6
OCc1cn(Cc2ccncc2)nn1,0.899,0.8
S=C(NCc1ccccc1)NCc1ccccc1,0.78,0.01
S=C(NCc1ccccc1)NCc1ccccc1,0.96,0.1
S=C(NCc1ccccc1)NCc1ccccc1,0.51,0.005
S=C(NCc1ccccc1)NCc1ccccc1,0.96,0.2
S=C(NN=Cc1ccc(Cl)cc1)Nc1ccccc1,0.7855,0.01
S=C(NN=Cc1ccccc1)Nc1ccccc1,0.6865,0.01
SC1=NCCS1,0.958,1
Sc1nc(/N=C/c2ccco2)n[nH]1,0.85,1
Sc1nc(/N=C/c2ccco2)n[nH]1,0.63,0.1
Sc1nc(/N=C/c2ccco2)n[nH]1,0.76,0.5
Sc1nc(/N=C/c2ccco2)n[nH]1,0.9,5
Sc1nc(/N=C/c2cccs2)n[nH]1,0.87,1
Sc1nc(/N=C/c2cccs2)n[nH]1,0.75,0.1
Sc1nc(/N=C/c2cccs2)n[nH]1,0.82,0.5
Sc1nc(/N=C/c2cccs2)n[nH]1,0.93,5
Sc1nc(S)c2nc[nH]c2n1,0.854,1
Sc1ncccn1,0.595,1
Sc1nnc(Cn2cncn2)n1N=Cc1ccc(Cl)cc1,0.969,1
Cc1csc(N)n1,0.553,1
Nc1nc(=S)[nH][nH]1,0.676,1
c1ccc2n[nH]nc2c1,0.699,1
On1nnc2cccnc21,0.748,1
[N-]=[N+]=NCC(CCl)OCc1ccc(O)c2ncccc12,0.938,1
[N-]=[N+]=NCC(CCl)OCc1ccc(O)c2ncccc12,0.901,0.1
[N-]=[N+]=NCC(CCl)OCc1ccc(O)c2ncccc12,0.817,0.01
[N-]=[N+]=NCC(CN=[N+]=[N-])OCc1ccc(O)c2ncccc12,0.967,1
[N-]=[N+]=NCC(CN=[N+]=[N-])OCc1ccc(O)c2ncccc12,0.944,0.1
[N-]=[N+]=NCC(CN=[N+]=[N-])OCc1ccc(O)c2ncccc12,0.923,0.01
C(=N/c1ccc(Cc2ccc(/N=C/c3ccc4ccccc4n3)cc2)cc1)\c1ccc2ccccc2n1,0.8111,1
C(=N/c1ccc(CCc2ccc(/N=C/c3ccc4ccccc4n3)cc2)cc1)\c1ccc2ccccc2n1,0.853,1
C(=N/c1ccc(Oc2ccc(/N=C/c3ccc4ccccc4n3)cc2)cc1)\c1ccc2ccccc2n1,0.828,1
C/C(=N\c1cccc(O)c1)c1ccc(O)cc1O,0.897,1
C/C(=N\c1cccc(O)c1)c1ccc(O)cc1O,0.89,0.5
C/C(=N\c1cccc(O)c1)c1ccc(O)cc1O,0.836,0.1
C/C(=N\c1cccc(O)c1)c1ccc(O)cc1O,0.793,0.05
C/C(=N\c1ccccn1)c1ccc(O)cc1O,0.9,1
C/C(=N\c1ccccn1)c1ccc(O)cc1O,0.855,0.5
C/C(=N\c1ccccn1)c1ccc(O)cc1O,0.808,0.1
C/C(=N\c1ccccn1)c1ccc(O)cc1O,0.786,0.05
c1ccc(CNCCCN(CCN2CCCCC2)Cc2ccccn2)nc1,0.86,1
C1OC1CSc1nc(N(CC2CO2)CC2CO2)nn1CC1CO1,0.908,1
C1OC1CSc1nc(N(CC2CO2)CC2CO2)nn1CC1CO1,0.845,0.1
CC#CCn1c(N2CCCC(N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,0.9,2.5
CC#CCn1c(N2CCCC(N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,0.94,5
Cc1ccc(/C=C/C=O)cc1,0.73,1
Cc1ccc(/C=C/C=O)cc1,0.57,0.1
Cc1ccc(/C=C/C=O)cc1,0.43,0.01
Cc1ccc(/C=C/C=O)cc1,0.33,0.001
Cc1ccc(/N=C/c2c(O)ccc3ccccc23)cc1/N=C/c1c(O)ccc2ccccc12,0.9246,1
CCCCCCCCCCCCCCCCC1=NCCN1CCNCCNCC[N+](CCC(=O)c1ccccc1)(CCC(=O)c1ccccc1)C(Cl)c1ccccc1,0.858,0.0015
CCCCCCCCCCCCCCCCC1=NCCN1CCNCCNCC[N+](CCC(=O)c1ccccc1)(CCC(=O)c1ccccc1)C(Cl)c1ccccc1,0.931,0.0075
CCCCCCCCCCCCCCCCC1=NCCN1CCNCCNCC[N+](CCC(=O)c1ccccc1)(CCC(=O)c1ccccc1)C(Cl)c1ccccc1,0.982,0.03
CCCCCCCCCCCCCCCCC1=NCCN1CCNCCNCC[N+](CCC(=O)c1ccccc1)(CCC(=O)c1ccccc1)C(Cl)c1ccccc1,0.992,0.09
CCCCCCCCCCCCCCCCC1=NCCN1CCNCCNCC[N+](CCC(=O)c1ccccc1)(CCC(=O)c1ccccc1)C(Cl)c1ccccc1,0.993,0.12
CCCCCCCCCCCCCCCCC1=NCCN1CCNCCNCC[N+](CCC(=O)c1ccccc1)(CCC(=O)c1ccccc1)C(Cl)c1ccccc1,0.994,0.18
CCCCCCCCCCCCCCCCC1=NCCN1CCNCCNCC[N+](CCC(=O)c1ccccc1)(CCC(=O)c1ccccc1)C(Cl)c1ccccc1,0.996,0.48
CCCCCCCCCCCCNc1nc(NCCCN(C)C)nc(NCCCN(C)C)n1,0.9666,1
CCCCCCCCCCCCNc1nc(NCCCN(C)C)nc(NCCCN(C)C)n1,0.9167,0.5
CCCCCCCCNc1nc(NCCCN(C)C)nc(NCCCN(C)C)n1,0.9441,1
CCCCCCCCNc1nc(NCCCN(C)C)nc(NCCCN(C)C)n1,0.9301,0.5
CCCCCCCCNc1nc(NCCCN(C)C)nc(NCCCN(C)C)n1,0.9265,0.25
CCCCCCCCNc1nc(NCCCN(C)C)nc(NCCCN(C)C)n1,0.896,0.1
CCCCCCCCNc1nc(NCCCN(C)C)nc(NCCCN(C)C)n1,0.8733,0.05
CCCCCCCCNc1nc(NCCCN(C)C)nc(NCCCN(C)C)n1,0.8361,0.01
O=C(O[K])C(Cc1c[nH]cn1)/N=C\\C=C\\c1ccccc1,0.977,1
O=C(O[K])C(Cc1c[nH]cn1)/N=C\\C=C\\c1ccccc1,0.94,0.25
O=C(O[K])C(Cc1c[nH]cn1)/N=C\\C=C\\c1ccccc1,0.397,0.01
O=C(O[K])C(Cc1c[nH]cn1)/N=C\\C=C\\c1ccccc1,0.876,0.05
O=C(O[K])C(Cc1c[nH]cn1)/N=C\\C=C\\c1ccccc1,0.9,0.1
O=C(O[K])C(Cc1c[nH]cn1)/N=C\\C=C\\c1ccccc1,0.963,0.5
CCOC(=O)Cn1c(=O)c(C)nc2ccccc21,0.867,1
ClC1C=CC(/C=N/CC2=CC=C(C3C2=CC=CN=3)O)=CC=1,0.919,1
ClC1C=CC(/C=N/CC2=CC=C(C3C2=CC=CN=3)O)=CC=1,0.864,0.1
ClC1C=CC(/C=N/CC2=CC=C(C3C2=CC=CN=3)O)=CC=1,0.845,0.01
COC(=O)C1=C(N)Oc2c(ccc3cccnc23)C1c1ccc(Cl)cc1,0.895,1
COC(=O)C1=C(N)Oc2c(ccc3cccnc23)C1c1ccc(OC)cc1,0.938,1
COc1ccc(/C=C/C=O)cc1,0.86,1
COc1ccc(/C=C/C=O)cc1,0.84,0.1
COc1ccc(/C=C/C=O)cc1,0.71,0.01
COc1ccc(/C=C/C=O)cc1,0.61,0.001
COc1ccccc1C1=NOC(C)([C@@H]2CC=C(C)C(=O)C2)C1,0.9328,1
N#CC1=C(N)Oc2c(c(=O)oc3ccccc23)C1c1ccccc1,0.89,1
N(C(=S)NCCNCCNCCNCCN)C(C)=O,0.8118,1
N(C(=S)NCCNCCNCCNCCN)C(C)=O,0.7622,0.1
N(C(=S)NCCNCCNCCNCCN)C(C)=O,0.7102,0.01
N(C(=S)NCCO)C(C)=O,0.7842,1
N(C(=S)NCCO)C(C)=O,0.7179,0.1
N(C(=S)NCCO)C(C)=O,0.6611,0.01
N1=CC=CC2=CC=C3C(=C12)OC(C(=C3C1=CC=CC=C1)C#N)N,0.911,1
N1=CC=CC2=CC=C3C(=C12)OC(C(=C3C1=CC=CC=C1)C#N)N,0.737,0.1
N1=CC=CC2=CC=C3C(=C12)OC(C(=C3C1=CC=CC=C1)C#N)N,0.646,0.01
N1=CC=CC2=CC=C3C(=C12)OC(C(=C3C1=CC=CC=C1)C#N)N,0.491,0.001
N1C(C/C(=N\C2=CC=CC=C12)/C)=O,0.9022,1
N1C(C/C(=N\C2=CC=CC=C12)/C)=O,0.8719,0.5
N1C(C/C(=N\C2=CC=CC=C12)/C)=O,0.7223,0.1
N1C(C/C(=N\C2=CC=CC=C12)/C)=O,0.6493,0.01
N1C(CC(=O)NC2CCCCC12)C1C=CC=CC=1,0.93,1
N1C2=CC=CC=C2N(CC2CO2)C=1,0.928,1
N1C2C=CC=CC=2N(CC2C=CC(=CC=2)OC)C=1C1=CC=C(C=C1)OC,0.92,0.1
N1C2C=CC=CC=2N(CC2C=CC(=CC=2)OC)C=1C1=CC=C(C=C1)OC,0.9,0.05
N1C2C=CC=CC=2N(CC2C=CC(=CC=2)OC)C=1C1=CC=C(C=C1)OC,0.87,0.01
N1C2C=CC=CC=2N(CC2C=CC(=CC=2)OC)C=1C1=CC=C(C=C1)OC,0.84,0.005
NC1=CC=CC=C1C1=NC2=CC=CC=C2N1,0.7,0.1
NC1=CC=CC=C1C1=NC2=CC=CC=C2N1,0.9,0.5
NC1=CC=CC=C1C1=NC2=CC=CC=C2N1,0.95,1
NC1=CC=CC=C1C1=NC2=CC=CC=C2N1,0.97,5
Nc1ccccc1C(=O)c1ccccc1,0.7316,1
Nc1ccccc1C(=O)c1ccccc1,0.8397,1.2
Nc1ccccc1C(=O)c1ccccc1,0.8881,1.4
O(CC1CO1)C[C@@H]1[C@@H](OCC2CO2)[C@H](OCC2CO2)[C@@H](OCC2CO2)[C@H](OC)O1,0.9365,1
O(CC1CO1)C[C@@H]1[C@@H](OCC2CO2)[C@H](OCC2CO2)[C@@H](OCC2CO2)[C@H](OC)O1,0.9298,0.1
O(CC1CO1)C[C@@H]1[C@@H](OCC2CO2)[C@H](OCC2CO2)[C@@H](OCC2CO2)[C@H](OC)O1,0.9258,0.01
O(CC1CO1)C[C@@H]1[C@H](OCC2CO2)[C@H](OCC2CO2)[C@@H](OCC2CO2)[C@H](OC)O1,0.9308,1
O(CC1CO1)C[C@@H]1[C@H](OCC2CO2)[C@H](OCC2CO2)[C@@H](OCC2CO2)[C@H](OC)O1,0.9287,0.1
O(CC1CO1)C[C@@H]1[C@H](OCC2CO2)[C@H](OCC2CO2)[C@@H](OCC2CO2)[C@H](OC)O1,0.9107,0.01
O=C(C1C=C(C)N(CNC2C=NC(C)=CC=2[N+]([O-])=O)N=1)OCC,0.92,1
O=C/C=C/C1=CC=C(C=C1)N(C)C,0.9,1
O=C/C=C/c1ccccc1,0.8698,1.5
O=C1C2C(=CC=CC=2)S(=O)(=O)N1CC#C,0.8114,0.05
O=C1C2C(=CC=CC=2)S(=O)(=O)N1CC#C,0.838,0.1
O=C1C2C(=CC=CC=2)S(=O)(=O)N1CC#C,0.8977,0.5
O=C1C2C(=CC=CC=2)S(=O)(=O)N1CC#C,0.9247,1
O=c1cc(-c2ccc(O)c(-c3c(OSI)cc(O)c4c(=O)cc(-c5ccc(O)cc5)oc34)c2)oc2cc(O)cc(O)c12,0.844,0.29
O=c1cc(-c2ccc(O)c(-c3c(OSI)cc(O)c4c(=O)cc(-c5ccc(O)cc5)oc34)c2)oc2cc(O)cc(O)c12,0.888,0.6
O=C1CC(c2ccc(O)c(O)c2)c2c(cc(O)c3c2OC(c2ccc(O)c(O)c2)C(O)[C@H]3c2c(O)cc(O)c3c2OC(c2ccc(O)c(O)c2)C(O)C3)O1,0.779,0.14
O=C1CC(c2ccc(O)c(O)c2)c2c(cc(O)c3c2OC(c2ccc(O)c(O)c2)C(O)[C@H]3c2c(O)cc(O)c3c2OC(c2ccc(O)c(O)c2)C(O)C3)O1,0.8572,2
O=C1CC(c2ccc(O)c(O)c2)c2c(cc(O)c3c2OC(c2ccc(O)c(O)c2)C(O)[C@H]3c2c(O)cc(O)c3c2OC(c2ccc(O)c(O)c2)C(O)C3)O1,0.9256,0.27
O=Nc1c(O)c(/N=N/c2ccc(Cl)cc2[N+](=O)[O-])cc2ccccc12,0.8492,1.4
Oc1c(CN2CCN(Cc3ccc4c(c3)OCO4)CC2)ccc2cccnc12,0.968,1
Oc1c(CN2CCN(Cc3ccccc3)CC2)ccc2cccnc12,0.936,1
OC1C=CC=CC=1/C=N/CC1C2=CC=CN=C2C(=CC=1)O,0.827,1
OC1C=CC=CC=1/C=N/CC1C2=CC=CN=C2C(=CC=1)O,0.785,0.1
OC1C=CC=CC=1/C=N/CC1C2=CC=CN=C2C(=CC=1)O,0.743,0.01
OCCN(CCO)C(=S)NC(C)=O,0.7057,1
OCCN(CCO)C(=S)NC(C)=O,0.6573,0.1
OCCN(CCO)C(=S)NC(C)=O,0.5951,0.01
OCCN(CCO)C(=S)NC(C)=O,0.5383,0.001
CN(C)NC(=O)NCCCCCCNC(=O)NN(C)C,0.397,0.01
CN(C)NC(=O)NCCCCCCNC(=O)NN(C)C,0.505,0.1
CN(C)NC(=O)NCCCCCCNC(=O)NN(C)C,0.739,0.5
CN(C)NC(=O)NCCCCCCNC(=O)NN(C)C,0.833,1
